Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 9%,Output SGST @ 9%,Round Off,Output CGST @ 6%,Output SGST @ 6%,Output CGST @ 2.5%,Output SGST @ 2.5%,Output IGST @ 12%,Shipping Local GST @ 18%,Output IGST @ 18%,Output IGST @ 5%,Shipping Local GST @ 12%,Shipping Interstate GST @ 12%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
,Plaeto Nova School Shoes (Size 10 C) - Grey / Blue,,,,42 Pr,999.00/Pr,41958.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,72 Pr,999.00/Pr,71928.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,110 Pr,999.00/Pr,109890.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-409,PSB25-26/INV-409,Being Sale of Goods - Accounted,125 Pr,,138600.00,161442.00 Dr,138600.00 Cr,,,,,,,,4212.00 Cr,,18630.00 Cr,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,2 Pr,900.00/Pr,1800.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,4 Pr,900.00/Pr,3600.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,2 Pr,900.00/Pr,1800.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,8 Pr,900.00/Pr,7200.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,13 Pr,900.00/Pr,11700.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,10 Pr,900.00/Pr,9000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,11 Pr,1125.00/Pr,12375.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,26 Pr,1215.00/Pr,31590.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,20 Pr,1215.00/Pr,24300.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,20 Pr,1215.00/Pr,24300.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,6 Pr,1215.00/Pr,7290.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1215.00/Pr,1215.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,BRS Global School,PSB25-26/INV-410,PSB25-26/INV-410,Being Sale of Goods - Accounted,18 Pr,,18875.42,21500.00 Dr,18875.42 Cr,539.23 Cr,539.23 Cr,0.04 Cr,773.04 Cr,773.04 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,2 Pr,991.07/Pr,1982.14,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,4 Pr,991.07/Pr,3964.28,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,7 Pr,991.07/Pr,6937.49,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,1 Pr,1152.54/Pr,1152.54,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,1152.54/Pr,1152.54,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,1 Pr,1228.81/Pr,1228.81,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,1 Pr,1228.81/Pr,1228.81,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,1 Pr,1228.81/Pr,1228.81,,,,,,,,,,,,,,,,,,,,,
29-May-25,R M SURESH & CO,PSB25-26/INV-411,PSB25-26/INV-411,Being Sale of Goods - Accounted,1000 Pr,,60000.00,63000.00 Dr,60000.00 Cr,,,,,,1500.00 Cr,1500.00 Cr,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - XS,,,,200 Pr,60.00/Pr,12000.00,,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - S,,,,250 Pr,60.00/Pr,15000.00,,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - M,,,,300 Pr,60.00/Pr,18000.00,,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - XL,,,,150 Pr,60.00/Pr,9000.00,,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - XXL,,,,100 Pr,60.00/Pr,6000.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,Siya Enterprises,PSB25-26/INV-412,PSB25-26/INV-412,Being Sale of Goods - Accounted,489 Pr,,606318.00,715118.00 Dr,606318.00 Cr,54062.10 Cr,54062.10 Cr,0.44 Cr,337.68 Cr,337.68 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,78 Pr,1250.00/Pr,97500.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,72 Pr,1250.00/Pr,90000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,72 Pr,1250.00/Pr,90000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,27 Pr,1250.00/Pr,33750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,12 Pr,1250.00/Pr,15000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,3 Pr,938.00/Pr,2814.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,938.00/Pr,938.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,2 Pr,938.00/Pr,1876.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,9 Pr,1165.00/Pr,10485.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,9 Pr,1165.00/Pr,10485.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,9 Pr,1165.00/Pr,10485.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,9 Pr,1165.00/Pr,10485.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,18 Pr,1250.00/Pr,22500.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,30 Pr,1250.00/Pr,37500.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,30 Pr,1250.00/Pr,37500.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,36 Pr,1250.00/Pr,45000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,36 Pr,1250.00/Pr,45000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,18 Pr,1250.00/Pr,22500.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,18 Pr,1250.00/Pr,22500.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,"DAC'S INC .,",PSB25-26/INV-413,PSB25-26/INV-413,Being Sale of Goods - Accounted,45 Pr,,58190.00,68664.00 Dr,58190.00 Cr,5237.10 Cr,5237.10 Cr,0.20 Dr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,10 Pr,1110.00/Pr,11100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,20 Pr,1300.00/Pr,26000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,10 Pr,1406.00/Pr,14060.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,5 Pr,1406.00/Pr,7030.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,"DAC'S INC .,",PSB25-26/INV-414,PSB25-26/INV-414,Being Sale of Goods - Accounted,360 Pr,,75600.00,79380.00 Dr,75600.00 Cr,,,,,,1890.00 Cr,1890.00 Cr,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - XS,,,,50 Pr,210.00/Pr,10500.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - S,,,,150 Pr,210.00/Pr,31500.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - L,,,,160 Pr,210.00/Pr,33600.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,RAKHRA THE SPORTS HOUSE,PSB25-26/INV-415,PSB25-26/INV-415,Being Sale of Goods - Accounted,22 Pr,,28188.00,33142.00 Dr,28188.00 Cr,2357.10 Cr,2357.10 Cr,0.04 Cr,119.88 Cr,119.88 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,2 Pr,999.00/Pr,1998.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1249.50/Pr,2499.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,2 Pr,1249.50/Pr,2499.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,2 Pr,1249.50/Pr,2499.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1249.50/Pr,2499.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,R M SURESH & CO,PSB25-26/INV-416,PSB25-26/INV-416,Being Sale of Goods - Accounted,280 Pr,,16800.00,17640.00 Dr,16800.00 Cr,,,,,,420.00 Cr,420.00 Cr,,,,,,,,,,,,
,Ashwini Navy Blue Crew Socks with 2 Red Rings (P/1) - L,,,,80 Pr,60.00/Pr,4800.00,,,,,,,,,,,,,,,,,,,,,
,Ashwini Navy Blue Crew Socks with 2 Red Rings (P/1) - XXL,,,,200 Pr,60.00/Pr,12000.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-417,PSB25-26/INV-417,Being Sale of Goods - Accounted,45 Pr,,40140.00,44957.00 Dr,40140.00 Cr,,,0.20 Cr,2408.40 Cr,2408.40 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,10 Pr,911.00/Pr,9110.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,5 Pr,968.00/Pr,4840.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,5 Pr,968.00/Pr,4840.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - White,,,,10 Pr,740.00/Pr,7400.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - White,,,,2 Pr,968.00/Pr,1936.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - White,,,,3 Pr,968.00/Pr,2904.00,,,,,,,,,,,,,,,,,,,,,
29-May-25,Valistus International School,PSB25-26/INV-418,PSB25-26/INV-418,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
30-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-419,PSB25-26/INV-419,Being Sale of Goods - Accounted,20 Pr,,25920.00,30586.00 Dr,25920.00 Cr,2332.80 Cr,2332.80 Cr,0.40 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,
30-May-25,MICKEY AND MINNIE CLOTHING,PSB25-26/INV-420,PSB25-26/INV-420,Being Sale of Goods - Accounted,5 Pr,,5603.00,6612.00 Dr,5603.00 Cr,504.27 Cr,504.27 Cr,0.46 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,3 Pr,1019.00/Pr,3057.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,2 Pr,1273.00/Pr,2546.00,,,,,,,,,,,,,,,,,,,,,
30-May-25,"Miners Pocket Books Pvt Ltd.,",PSB25-26/INV-421,PSB25-26/INV-421,Being Sale of Goods - Accounted,581 Pr,,501272.00,561425.00 Dr,501272.00 Cr,,,0.36 Cr,,,,,60152.64 Cr,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 C) - Black,,,,1 Pr,642.00/Pr,642.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,10 Pr,642.00/Pr,6420.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,10 Pr,642.00/Pr,6420.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,12 Pr,642.00/Pr,7704.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,24 Pr,847.00/Pr,20328.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,45 Pr,847.00/Pr,38115.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,50 Pr,847.00/Pr,42350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,75 Pr,847.00/Pr,63525.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,84 Pr,892.00/Pr,74928.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,90 Pr,892.00/Pr,80280.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,63 Pr,892.00/Pr,56196.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,58 Pr,892.00/Pr,51736.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,30 Pr,892.00/Pr,26760.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,21 Pr,892.00/Pr,18732.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,5 Pr,892.00/Pr,4460.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,3 Pr,892.00/Pr,2676.00,,,,,,,,,,,,,,,,,,,,,
30-May-25,"Miners Pocket Books Pvt Ltd.,",PSB25-26/INV-422,PSB25-26/INV-422,Being Sale of Goods - Accounted,592 Pr,,510589.00,571860.00 Dr,510589.00 Cr,,,0.32 Cr,,,,,61270.68 Cr,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 C) - Black,,,,1 Pr,642.00/Pr,642.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,10 Pr,642.00/Pr,6420.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,10 Pr,642.00/Pr,6420.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,12 Pr,642.00/Pr,7704.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,30 Pr,847.00/Pr,25410.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,50 Pr,847.00/Pr,42350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,50 Pr,847.00/Pr,42350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,75 Pr,847.00/Pr,63525.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,84 Pr,892.00/Pr,74928.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,90 Pr,892.00/Pr,80280.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,63 Pr,892.00/Pr,56196.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,58 Pr,892.00/Pr,51736.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,30 Pr,892.00/Pr,26760.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,21 Pr,892.00/Pr,18732.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,5 Pr,892.00/Pr,4460.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,3 Pr,892.00/Pr,2676.00,,,,,,,,,,,,,,,,,,,,,
30-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-423,PSB25-26/INV-423,Being Sale of Goods - Accounted,20 Pr,,18220.00,20406.00 Dr,18220.00 Cr,,,0.40 Dr,1093.20 Cr,1093.20 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,5 Pr,911.00/Pr,4555.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,VICTORY EDUCORP SOLUTIONS PVT LTD,PSB25-26/INV-424,PSB25-26/INV-424,Being Sale of Goods - Accounted,1 Pr,,740.00,949.00 Dr,740.00 Cr,,,0.20 Cr,,,,,101.66 Cr,,,,,107.14 Cr,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,740.00/Pr,740.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,R M SURESH & CO,PSB25-26/INV-425,PSB25-26/INV-425,Being Sale of Goods - Accounted,70 Pr,,85025.80,99755.00 Dr,85025.80 Cr,6788.76 Cr,6788.76 Cr,0.26 Cr,575.71 Cr,575.71 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,10 Pr,959.52/Pr,9595.20,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,10 Pr,1322.51/Pr,13225.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,10 Pr,1322.51/Pr,13225.10,,,,,,,,,,,,,,,,,,,,,
31-May-25,R M SURESH & CO,PSB25-26/INV-426,PSB25-26/INV-426,Being Sale of Goods - Accounted,160 Pr,,10720.00,11256.00 Dr,10720.00 Cr,,,,,,268.00 Cr,268.00 Cr,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - XS,,,,20 Pr,67.00/Pr,1340.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - M,,,,120 Pr,67.00/Pr,8040.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - L,,,,10 Pr,67.00/Pr,670.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - XL,,,,10 Pr,67.00/Pr,670.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Mr. Soman,PSB25-26/INV-427,PSB25-26/INV-427,Being Sale of Goods - Accounted,4 Pr,,5698.00,6724.00 Dr,5698.00 Cr,512.83 Cr,512.83 Cr,0.34 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,2 Pr,1499.50/Pr,2999.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Mr. Soman,PSB25-26/INV-428,PSB25-26/INV-428,Being Sale of Goods - Accounted,78 Pr,,6330.00,6647.00 Dr,6330.00 Cr,,,0.50 Cr,,,158.25 Cr,158.25 Cr,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - S,,,,2 Pr,205.00/Pr,410.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - M,,,,2 Pr,205.00/Pr,410.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - L,,,,2 Pr,205.00/Pr,410.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - XL,,,,2 Pr,205.00/Pr,410.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - M,,,,70 Pr,67.00/Pr,4690.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Bishop Cotton Girls' School,PSB25-26/INV-429,PSB25-26/INV-429,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,DECCAN INTERNATIONAL SCHL ****,PSB25-26/INV-430,PSB25-26/INV-430,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Brilliant Enterprises,PSB25-26/INV-431,PSB25-26/INV-431,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,,,,,0.12 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
31-May-25,Deena Uniforms (S),PSB25-26/INV-432,PSB25-26/INV-432,Being Sale of Goods - Accounted,21 Pr,,27216.00,32115.00 Dr,27216.00 Cr,2449.44 Cr,2449.44 Cr,0.12 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
