Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,TCS on Sales (0.1%),Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Shipping Interstate GST @ 18%,Output IGST @ 5%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 18%
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,7 Pr,938.00/Pr,6566.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,2 Pr,938.00/Pr,1876.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,2 Pr,938.00/Pr,1876.00,,,,,,,,,,,,,,,,,,,,
07-Mar-25,ADVANCED CLOTHING CONCEPTS (TN),PSB24-25/INV-888,PSB24-25/INV-888,Being Sale of Goods - Accounted,50 Pr,,67824.00,80032.00 Dr,67824.00 Cr,12208.32 Cr,0.32 Dr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,3 Pr,1440.00/Pr,4320.00,,,,,,,,,,,,,,,,,,,,
07-Mar-25,Mr. Soman,PSB24-25/INV-889,PSB24-25/INV-889,Being Sale of Goods - Accounted,1 Pr,,205.00,215.00 Dr,205.00 Cr,,0.26 Dr,,,,,5.13 Cr,5.13 Cr,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - L,,,,1 Pr,205.00/Pr,205.00,,,,,,,,,,,,,,,,,,,,
07-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-890,PSB24-25/INV-890,Being Sale of Goods - Accounted,1272 Pr,,1605816.00,1894863.00 Dr,1605816.00 Cr,289046.88 Cr,0.12 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,216 Pr,1211.00/Pr,261576.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,144 Pr,1211.00/Pr,174384.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,54 Pr,1211.00/Pr,65394.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Grey / Blue,,,,162 Pr,1211.00/Pr,196182.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,156 Pr,1305.00/Pr,203580.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,168 Pr,1305.00/Pr,219240.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,120 Pr,1305.00/Pr,156600.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,72 Pr,1305.00/Pr,93960.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,36 Pr,1305.00/Pr,46980.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,72 Pr,1305.00/Pr,93960.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Grey / Blue,,,,72 Pr,1305.00/Pr,93960.00,,,,,,,,,,,,,,,,,,,,
10-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-891,PSB24-25/INV-891,Being Sale of Goods - Accounted,672 Pr,,671328.00,751887.00 Dr,671328.00 Cr,,0.36 Dr,80559.36 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Grey / Blue,,,,120 Pr,999.00/Pr,119880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,144 Pr,999.00/Pr,143856.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,144 Pr,999.00/Pr,143856.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,264 Pr,999.00/Pr,263736.00,,,,,,,,,,,,,,,,,,,,
11-Mar-25,Unipro (S),PSB24-25/INV-892,PSB24-25/INV-892,Being Sale of Goods - Accounted,16 Pr,,21195.00,25010.00 Dr,21195.00 Cr,,0.10 Dr,,1907.55 Cr,1907.55 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1215.00/Pr,3645.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,3 Pr,1350.00/Pr,4050.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
11-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-893,PSB24-25/INV-893,Being Sale of Goods - Accounted,5 Pr,,4045.00,4530.00 Dr,4045.00 Cr,,0.40 Dr,485.40 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
11-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-894,PSB24-25/INV-894,Being Sale of Goods - Accounted,10 Pr,,13392.00,15803.00 Dr,13392.00 Cr,2410.56 Cr,0.44 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
13-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-895,PSB24-25/INV-895,Being Sale of Goods - Accounted,3 Pr,,3915.00,4620.00 Dr,3915.00 Cr,704.70 Cr,0.30 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,2 Pr,1305.00/Pr,2610.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,1 Pr,1305.00/Pr,1305.00,,,,,,,,,,,,,,,,,,,,
15-Mar-25,ETERNAL TRADING CO,PSB24-25/INV-896,PSB24-25/INV-896,Being Sale of Goods - Accounted,1275 Pr,,1437552.50,1682545.00 Dr,1437552.50 Cr,212416.65 Cr,0.35 Dr,30895.20 Cr,,,1681.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,5 Pr,919.50/Pr,4597.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,5 Pr,919.50/Pr,4597.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,20 Pr,919.50/Pr,18390.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,100 Pr,919.50/Pr,91950.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,150 Pr,919.50/Pr,137925.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,200 Pr,1149.50/Pr,229900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,122 Pr,1149.50/Pr,140239.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,180 Pr,1149.50/Pr,206910.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,98 Pr,1149.50/Pr,112651.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,20 Pr,1241.50/Pr,24830.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,25 Pr,1241.50/Pr,31037.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,120 Pr,1241.50/Pr,148980.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,120 Pr,1241.50/Pr,148980.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,40 Pr,1241.50/Pr,49660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,40 Pr,1241.50/Pr,49660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,20 Pr,1241.50/Pr,24830.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,10 Pr,1241.50/Pr,12415.00,,,,,,,,,,,,,,,,,,,,
15-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-897,PSB24-25/INV-897,Being Sale of Goods - Accounted,2478 Pr,,3093354.00,3653580.00 Dr,3093354.00 Cr,556803.72 Cr,0.28 Cr,,,,3422.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,360 Pr,1211.00/Pr,435960.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,414 Pr,1211.00/Pr,501354.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,432 Pr,1211.00/Pr,523152.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Grey / Blue,,,,288 Pr,1211.00/Pr,348768.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,156 Pr,1305.00/Pr,203580.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,192 Pr,1305.00/Pr,250560.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,192 Pr,1305.00/Pr,250560.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,168 Pr,1305.00/Pr,219240.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,120 Pr,1305.00/Pr,156600.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,60 Pr,1305.00/Pr,78300.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Grey / Blue,,,,48 Pr,1305.00/Pr,62640.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Grey / Blue,,,,48 Pr,1305.00/Pr,62640.00,,,,,,,,,,,,,,,,,,,,
17-Mar-25,Unipro (S),PSB24-25/INV-898,PSB24-25/INV-898,Being Sale of Goods - Accounted,6 Pr,,7830.00,9239.00 Dr,7830.00 Cr,,0.40 Dr,,704.70 Cr,704.70 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - White,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,
17-Mar-25,Unipro (S),PSB24-25/INV-899,PSB24-25/INV-899,Being Sale of Goods - Accounted,716 Pr,,899640.00,1061575.00 Dr,899640.00 Cr,,0.20 Dr,,80967.60 Cr,80967.60 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,25 Pr,1215.00/Pr,30375.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,30 Pr,1215.00/Pr,36450.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,40 Pr,1215.00/Pr,48600.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,45 Pr,1215.00/Pr,54675.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,45 Pr,1215.00/Pr,54675.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,45 Pr,1215.00/Pr,54675.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,45 Pr,1215.00/Pr,54675.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,40 Pr,1215.00/Pr,48600.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,30 Pr,1215.00/Pr,36450.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,35 Pr,1215.00/Pr,42525.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,30 Pr,1350.00/Pr,40500.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,30 Pr,1350.00/Pr,40500.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,20 Pr,1350.00/Pr,27000.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,15 Pr,1350.00/Pr,20250.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - White,,,,9 Pr,1215.00/Pr,10935.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - White,,,,11 Pr,1215.00/Pr,13365.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - White,,,,9 Pr,1215.00/Pr,10935.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,30 Pr,1350.00/Pr,40500.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,35 Pr,1350.00/Pr,47250.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,20 Pr,1350.00/Pr,27000.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,15 Pr,1350.00/Pr,20250.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,3 Pr,1350.00/Pr,4050.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - White,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - White,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
17-Mar-25,Sunshine Enterprises,PSB24-25/INV-900,PSB24-25/INV-900,Being Sale of Goods - Accounted,10 Pr,,650.00,683.00 Dr,650.00 Cr,,0.48 Cr,,,,,16.26 Cr,16.26 Cr,,,,,,,,,,
,White Ankle Length Socks With Black Rings (P/2) - L,,,,5 Pr,65.00/Pr,325.00,,,,,,,,,,,,,,,,,,,,
,Black Ankle Length Socks With White Rings (P/2) - L,,,,5 Pr,65.00/Pr,325.00,,,,,,,,,,,,,,,,,,,,
18-Mar-25,SAI ANUGRAHA TRADERS,PSB24-25/INV-901,PSB24-25/INV-901,Being Sale of Goods - Accounted,1052 Pr,,1216350.00,1427972.00 Dr,1216350.00 Cr,192699.00 Cr,,17496.00 Cr,,,1427.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,2 Pr,900.00/Pr,1800.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,16 Pr,900.00/Pr,14400.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,24 Pr,900.00/Pr,21600.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,60 Pr,900.00/Pr,54000.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,60 Pr,900.00/Pr,54000.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,120 Pr,1125.00/Pr,135000.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,228 Pr,1215.00/Pr,277020.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,186 Pr,1215.00/Pr,225990.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,140 Pr,1215.00/Pr,170100.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,120 Pr,1215.00/Pr,145800.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,72 Pr,1215.00/Pr,87480.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,24 Pr,1215.00/Pr,29160.00,,,,,,,,,,,,,,,,,,,,
18-Mar-25,ETERNAL TRADING CO,PSB24-25/INV-902,PSB24-25/INV-902,Being Sale of Goods - Accounted,554 Pr,,535163.00,605947.00 Dr,535163.00 Cr,17877.60 Cr,0.24 Cr,52301.16 Cr,,,605.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 C) - Black,,,,10 Pr,919.50/Pr,9195.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,20 Pr,919.50/Pr,18390.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,78 Pr,919.50/Pr,71721.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,95 Pr,919.50/Pr,87352.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,70 Pr,919.50/Pr,64365.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,105 Pr,919.50/Pr,96547.50,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,96 Pr,919.50/Pr,88272.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,60 Pr,1241.50/Pr,74490.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,20 Pr,1241.50/Pr,24830.00,,,,,,,,,,,,,,,,,,,,
18-Mar-25,Sharanya Narayani International School,PSB24-25/INV-903,PSB24-25/INV-903,Being Sale of Goods - Accounted,1 Pr,,1677.12,1979.00 Dr,1677.12 Cr,,,,150.94 Cr,150.94 Cr,,,,,,,,,,,,,
,Puma School Shoes (Size 08 UK) - White,,,,1 Pr,1677.12/Pr,1677.12,,,,,,,,,,,,,,,,,,,,
19-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-904,PSB24-25/INV-904,Being Sale of Goods - Accounted,672 Pr,,671328.00,752639.00 Dr,671328.00 Cr,,0.36 Dr,80559.36 Cr,,,752.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - Grey / Blue,,,,13 Pr,999.00/Pr,12987.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - Grey / Blue,,,,8 Pr,999.00/Pr,7992.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Grey / Blue,,,,130 Pr,999.00/Pr,129870.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,185 Pr,999.00/Pr,184815.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,266 Pr,999.00/Pr,265734.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,70 Pr,999.00/Pr,69930.00,,,,,,,,,,,,,,,,,,,,
19-Mar-25,S-Mart Departmental Store,PSB24-25/INV-905,PSB24-25/INV-905,Being Sale of Goods - Accounted,153 Pr,,143613.00,164492.00 Dr,143613.00 Cr,10935.00 Cr,0.44 Cr,9943.56 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,5 Pr,701.00/Pr,3505.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,10 Pr,701.00/Pr,7010.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,8 Pr,701.00/Pr,5608.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,10 Pr,701.00/Pr,7010.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,10 Pr,831.00/Pr,8310.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,10 Pr,831.00/Pr,8310.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,10 Pr,831.00/Pr,8310.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,10 Pr,831.00/Pr,8310.00,,,,,,,,,,,,,,,,,,,,
