Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output CGST @ 6%,Output SGST @ 6%,Shipping Local GST @ 12%,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,Output CGST @ 2.5%,Output SGST @ 2.5%,Output IGST @ 5%,Shipping Local GST @ 18%,Shipping Interstate GST @ 12%,Input IGST @ 18%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 18%
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,36 Pr,1149.50/Pr,41382.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,48 Pr,1149.50/Pr,55176.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,12 Pr,1241.50/Pr,14898.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,36 Pr,1241.50/Pr,44694.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,24 Pr,1241.50/Pr,29796.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,24 Pr,1241.50/Pr,29796.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,24 Pr,1241.50/Pr,29796.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,12 Pr,1241.50/Pr,14898.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,12 Pr,1241.50/Pr,14898.00,,,,,,,,,,,,,,,,,,,,,
21-Apr-25,ETERNAL TRADING CO,PSB25-26/INV-123,PSB25-26/INV-123,Being Sale of Goods - Accounted,504 Pr,,426936.00,478168.00 Dr,426936.00 Cr,,0.32 Dr,,,,51232.32 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,48 Pr,675.00/Pr,32400.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,48 Pr,831.00/Pr,39888.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,72 Pr,831.00/Pr,59832.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,36 Pr,831.00/Pr,29916.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,60 Pr,883.00/Pr,52980.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,60 Pr,883.00/Pr,52980.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,60 Pr,883.00/Pr,52980.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,60 Pr,883.00/Pr,52980.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,36 Pr,883.00/Pr,31788.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,12 Pr,883.00/Pr,10596.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,12 Pr,883.00/Pr,10596.00,,,,,,,,,,,,,,,,,,,,,
22-Apr-25,Radcliffe Education Pvt Ltd (M),PSB25-26/INV-124,PSB25-26/INV-124,Being Sale of Goods - Accounted,10 Pr,,6607.10,7400.00 Dr,6607.10 Cr,,0.05 Cr,,,,792.85 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 C) - Black,,,,2 Pr,660.71/Pr,1321.42,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,2 Pr,660.71/Pr,1321.42,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,6 Pr,660.71/Pr,3964.26,,,,,,,,,,,,,,,,,,,,,
22-Apr-25,H AND M ENTERPRISES (DPS),PSB25-26/INV-125,PSB25-26/INV-125,Being Sale of Goods - Accounted,2 Pr,,2389.84,2820.00 Dr,2389.84 Cr,,,,,,,215.08 Cr,215.08 Cr,,,,,,,,,,,
,Reebok Champion Shoe (Size 11 US) - Black,,,,1 Pr,1194.92/Pr,1194.92,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,1 Pr,1194.92/Pr,1194.92,,,,,,,,,,,,,,,,,,,,,
22-Apr-25,School Smith LLP,PSB25-26/INV-126,PSB25-26/INV-126,Being Sale of Goods - Accounted,128 Pr,,169328.64,199808.00 Dr,169328.64 Cr,,0.21 Cr,,,,,,,,,,,,30479.15 Cr,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,32 Pr,1322.88/Pr,42332.16,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,54 Pr,1322.88/Pr,71435.52,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,42 Pr,1322.88/Pr,55560.96,,,,,,,,,,,,,,,,,,,,,
22-Apr-25,(cancelled ),PSB25-26/INV-127,PSB25-26/INV-127,Being Sale of Goods - Accounted,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr-25,Mr. Soman,PSB25-26/INV-128,PSB25-26/INV-128,Being Sale of Goods - Accounted,31 Pr,,2485.00,2609.00 Dr,2485.00 Cr,,0.26 Dr,,,,,,,62.13 Cr,62.13 Cr,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - M,,,,10 Pr,76.00/Pr,760.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - L,,,,10 Pr,76.00/Pr,760.00,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - XL,,,,10 Pr,76.00/Pr,760.00,,,,,,,,,,,,,,,,,,,,,
,Sri Vani Navy Blue Crew Length Socks (P/3) - L,,,,1 Pr,205.00/Pr,205.00,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,Walk-King Shoe Company,PSB25-26/INV-129,PSB25-26/INV-129,Being Sale of Goods - Accounted,52 Pr,,72050.68,85020.00 Dr,72050.68 Cr,12969.12 Cr,0.20 Cr,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 09 C) - Black,,,,13 Pr,1385.59/Pr,18012.67,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 10 C) - Black,,,,18 Pr,1385.59/Pr,24940.62,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 11 C) - Black,,,,21 Pr,1385.59/Pr,29097.39,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,Sri Vanamali Apparels,PSB25-26/INV-130,PSB25-26/INV-130,Being Sale of Goods - Accounted,6 Pr,,8100.00,9558.00 Dr,8100.00 Cr,1458.00 Cr,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,"Lighthouse Learning Pvt Ltd.,",PSB25-26/INV-131,PSB25-26/INV-131,Being Sale of Goods - Accounted,242 Pr,,294824.00,345015.00 Dr,294824.00 Cr,44436.96 Cr,0.20 Dr,,,,5754.24 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - Grey / Blue,,,,19 Pr,999.00/Pr,18981.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - Grey / Blue,,,,1 Pr,999.00/Pr,999.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,4 Pr,999.00/Pr,3996.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,24 Pr,999.00/Pr,23976.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,22 Pr,1211.00/Pr,26642.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,5 Pr,1211.00/Pr,6055.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,40 Pr,1211.00/Pr,48440.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,19 Pr,1305.00/Pr,24795.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,33 Pr,1305.00/Pr,43065.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,27 Pr,1305.00/Pr,35235.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,16 Pr,1305.00/Pr,20880.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,11 Pr,1305.00/Pr,14355.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,9 Pr,1305.00/Pr,11745.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Grey / Blue,,,,9 Pr,1305.00/Pr,11745.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Grey / Blue,,,,3 Pr,1305.00/Pr,3915.00,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,ADINATH TRADERS,PSB25-26/INV-132,PSB25-26/INV-132,Being Sale of Goods - Accounted,90 Pr,,140338.80,165600.00 Dr,140338.80 Cr,25260.98 Cr,0.22 Cr,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,25 Pr,1559.32/Pr,38983.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,25 Pr,1559.32/Pr,38983.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,25 Pr,1559.32/Pr,38983.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,15 Pr,1559.32/Pr,23389.80,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,Gubbacci Apparel Pvt Ltd,PSB25-26/INV-133,PSB25-26/INV-133,Being Sale of Goods - Accounted,659 Pr,,452083.62,506334.00 Dr,452083.62 Cr,,0.32 Cr,27125.03 Cr,27125.03 Cr,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 04 UK) - Black,,,,32 Pr,654.46/Pr,20942.72,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 05 UK) - Black,,,,59 Pr,654.46/Pr,38613.14,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 06 UK) - Black,,,,67 Pr,691.07/Pr,46301.69,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 07 UK) - Black,,,,52 Pr,691.07/Pr,35935.64,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 08 UK) - Black,,,,54 Pr,691.07/Pr,37317.78,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 09 UK) - Black,,,,130 Pr,691.07/Pr,89839.10,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 10 UK) - Black,,,,165 Pr,691.07/Pr,114026.55,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 11 UK) - Black,,,,75 Pr,691.07/Pr,51830.25,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 12 UK) - Black,,,,25 Pr,691.07/Pr,17276.75,,,,,,,,,,,,,,,,,,,,,
23-Apr-25,NORD ANGLIA EDUCATION INDIA PVT LTD,PSB25-26/INV-134,PSB25-26/INV-134,Being Sale of Goods - Accounted,2757 Pcs,,1809115.83,1899572.00 Dr,1809115.83 Cr,,0.39 Cr,,,,,,,,,90455.78 Cr,,,,,,,,
,Oakland Sweatshirts - 4,,,,120 Pcs,656.19/Pcs,78742.80,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 5,,,,273 Pcs,656.19/Pcs,179139.87,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 6,,,,315 Pcs,656.19/Pcs,206699.85,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 8,,,,466 Pcs,656.19/Pcs,305784.54,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 10,,,,501 Pcs,656.19/Pcs,328751.19,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 12,,,,439 Pcs,656.19/Pcs,288067.41,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 14,,,,341 Pcs,656.19/Pcs,223760.79,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 16,,,,153 Pcs,656.19/Pcs,100397.07,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - 18,,,,132 Pcs,656.19/Pcs,86617.08,,,,,,,,,,,,,,,,,,,,,
,Oakland Sweatshirts - SPL,,,,17 Pcs,656.19/Pcs,11155.23,,,,,,,,,,,,,,,,,,,,,
24-Apr-25,"Bodhivriksha Educational Society.,",PSB25-26/INV-135,PSB25-26/INV-135,Being Sale of Goods - Accounted,31 Pr,,25762.00,28853.00 Dr,25762.00 Cr,,0.44 Dr,,,,3091.44 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,14 Pr,714.00/Pr,9996.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,1 Pr,893.00/Pr,893.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,3 Pr,893.00/Pr,2679.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,4 Pr,938.00/Pr,3752.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,4 Pr,938.00/Pr,3752.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,4 Pr,938.00/Pr,3752.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,1 Pr,938.00/Pr,938.00,,,,,,,,,,,,,,,,,,,,,
24-Apr-25,Radcliffe Education Pvt Ltd (M),PSB25-26/INV-136,PSB25-26/INV-136,Being Sale of Goods - Accounted,16 Pr,,12658.04,14177.00 Dr,12658.04 Cr,,,,,,1518.96 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,1 Pr,813.39/Pr,813.39,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,1 Pr,813.39/Pr,813.39,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,813.39/Pr,813.39,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,1 Pr,864.29/Pr,864.29,,,,,,,,,,,,,,,,,,,,,
24-Apr-25,VICTORY EDUCORP SOLUTIONS PVT LTD,PSB25-26/INV-137,PSB25-26/INV-137,Being Sale of Goods - Accounted,18 Pr,,22308.00,26323.00 Dr,22308.00 Cr,4015.44 Cr,0.44 Dr,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,1 Pr,1188.00/Pr,1188.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - White,,,,1 Pr,1320.00/Pr,1320.00,,,,,,,,,,,,,,,,,,,,,
25-Apr-25,(cancelled ),PSB25-26/INV-138,PSB25-26/INV-138,Being Sale of Goods - Accounted,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr-25,Mr. Soman,PSB25-26/INV-139,PSB25-26/INV-139,Being Sale of Goods - Accounted,2 Pr,,2999.00,3539.00 Dr,2999.00 Cr,,0.16 Cr,,,,,269.92 Cr,269.92 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1499.50/Pr,1499.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,1 Pr,1499.50/Pr,1499.50,,,,,,,,,,,,,,,,,,,,,
25-Apr-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-140,PSB25-26/INV-140,Being Sale of Goods - Accounted,10 Pr,,7496.00,8396.00 Dr,7496.00 Cr,,0.48 Cr,,,,899.52 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,2 Pr,701.00/Pr,1402.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,3 Pr,701.00/Pr,2103.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,3 Pr,863.00/Pr,2589.00,,,,,,,,,,,,,,,,,,,,,
25-Apr-25,"DAC'S INC .,",PSB25-26/INV-141,PSB25-26/INV-141,Being Sale of Goods - Accounted,145 Pr,,185050.00,218359.00 Dr,185050.00 Cr,,,,,,,16654.50 Cr,16654.50 Cr,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,10 Pr,1110.00/Pr,11100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,10 Pr,1110.00/Pr,11100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,10 Pr,1110.00/Pr,11100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,10 Pr,1110.00/Pr,11100.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,20 Pr,1110.00/Pr,22200.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,10 Pr,1300.00/Pr,13000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,20 Pr,1406.00/Pr,28120.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,20 Pr,1406.00/Pr,28120.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,20 Pr,1406.00/Pr,28120.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,10 Pr,1406.00/Pr,14060.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,5 Pr,1406.00/Pr,7030.00,,,,,,,,,,,,,,,,,,,,,
25-Apr-25,"DAC'S INC .,",PSB25-26/INV-142,PSB25-26/INV-142,Being Sale of Goods - Accounted,20 Pr,,19200.00,21504.00 Dr,19200.00 Cr,,,1152.00 Cr,1152.00 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,20 Pr,960.00/Pr,19200.00,,,,,,,,,,,,,,,,,,,,,
28-Apr-25,COD - RCIS Kalyan Nagar ****,PSB25-26/INV-143,PSB25-26/INV-143,Being Sale of Goods - Accounted,6 Pr,,6.00,7.00 Dr,6.00 Cr,,0.28 Cr,0.36 Cr,0.36 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
28-Apr-25,Unipro (S),PSB25-26/INV-144,PSB25-26/INV-144,Being Sale of Goods - Accounted,194 Pr,,246915.00,291360.00 Dr,246915.00 Cr,,0.30 Cr,,,,,22222.35 Cr,22222.35 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,12 Pr,1215.00/Pr,14580.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,5 Pr,1215.00/Pr,6075.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,15 Pr,1350.00/Pr,20250.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,5 Pr,1350.00/Pr,6750.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,8 Pr,1350.00/Pr,10800.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,10 Pr,1350.00/Pr,13500.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - White,,,,12 Pr,1215.00/Pr,14580.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - White,,,,12 Pr,1215.00/Pr,14580.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - White,,,,5 Pr,1215.00/Pr,6075.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,10 Pr,1215.00/Pr,12150.00,,,,,,,,,,,,,,,,,,,,,
