Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 6%,Output SGST @ 6%,Round Off,Output IGST @ 12%,Output IGST @ 18%,Output CGST @ 9%,Output SGST @ 9%,Output IGST @ 5%,Shipping Interstate GST @ 18%,Shipping Local GST @ 18%,Output CGST @ 2.5%,Output SGST @ 2.5%,Input CGST @ 2.5%,Input SGST @ 2.5%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
01-Jul-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-764,PSB25-26/INV-764,Being Sale of Goods - Accounted,3 Pr,,2733.00,3061.00 Dr,2733.00 Cr,163.98 Cr,163.98 Cr,0.04 Cr,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - White,,,,3 Pr,911.00/Pr,2733.00,,,,,,,,,,,,,,,,,,,,,,
01-Jul-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-765,PSB25-26/INV-765,Being Sale of Goods - Accounted,5 Pr,,4153.00,4651.00 Dr,4153.00 Cr,,,0.36 Dr,498.36 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,3 Pr,917.00/Pr,2751.00,,,,,,,,,,,,,,,,,,,,,,
01-Jul-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-766,PSB25-26/INV-766,Being Sale of Goods - Accounted,1 Pr,,1440.00,1699.00 Dr,1440.00 Cr,,,0.20 Dr,,259.20 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,,,
01-Jul-25,MICKEY AND MINNIE CLOTHING,PSB25-26/INV-767,PSB25-26/INV-767,Being Sale of Goods - Accounted,7 Pr,,9475.00,11181.00 Dr,9475.00 Cr,,,0.50 Cr,,,852.75 Cr,852.75 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - White,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - White,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1375.00/Pr,1375.00,,,,,,,,,,,,,,,,,,,,,,
01-Jul-25,GoScholar,PSB25-26/INV-768,PSB25-26/INV-768,Being Sale of Goods - Accounted,150 Pr,,19500.00,20475.00 Dr,19500.00 Cr,,,,,,,,975.00 Cr,,,,,,,,,,,,
,NGIS Grey Melange Ankle Socks (P/2) - XS,,,,90 Pr,130.00/Pr,11700.00,,,,,,,,,,,,,,,,,,,,,,
,NGIS Grey Melange Ankle Socks (P/2) - S,,,,10 Pr,130.00/Pr,1300.00,,,,,,,,,,,,,,,,,,,,,,
,NGIS Grey Melange Ankle Socks (P/2) - M,,,,5 Pr,130.00/Pr,650.00,,,,,,,,,,,,,,,,,,,,,,
,NGIS Grey Melange Ankle Socks (P/2) - L,,,,20 Pr,130.00/Pr,2600.00,,,,,,,,,,,,,,,,,,,,,,
,NGIS Grey Melange Ankle Socks (P/2) - XL,,,,25 Pr,130.00/Pr,3250.00,,,,,,,,,,,,,,,,,,,,,,
01-Jul-25,GoScholar,PSB25-26/INV-769,PSB25-26/INV-769,Being Sale of Goods - Accounted,30 Pr,,5850.00,6143.00 Dr,5850.00 Cr,,,0.50 Cr,,,,,292.50 Cr,,,,,,,,,,,,
,Stem White with Grey Ankle Length Socks (P/3) - S,,,,30 Pr,195.00/Pr,5850.00,,,,,,,,,,,,,,,,,,,,,,
02-Jul-25,Think Infinity School,PSB25-26/INV-770,PSB25-26/INV-770,Being Sale of Goods - Accounted,15 Pr,,22875.00,26993.00 Dr,22875.00 Cr,,,0.50 Cr,,4117.50 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,5 Pr,1525.00/Pr,7625.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,5 Pr,1525.00/Pr,7625.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,5 Pr,1525.00/Pr,7625.00,,,,,,,,,,,,,,,,,,,,,,
02-Jul-25,Samaikya Edu Services Pvt Ltd,PSB25-26/INV-771,PSB25-26/INV-771,Being Sale of Goods - Accounted,25 Pr,,33038.21,38985.00 Dr,33038.21 Cr,,,0.09 Dr,,5946.88 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,10 Pr,1304.24/Pr,13042.40,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,4 Pr,1304.24/Pr,5216.96,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1304.24/Pr,3912.72,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,5 Pr,1304.24/Pr,6521.20,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,3 Pr,1448.31/Pr,4344.93,,,,,,,,,,,,,,,,,,,,,,
02-Jul-25,Gubbacci Apparel Pvt Ltd,PSB25-26/INV-772,PSB25-26/INV-772,Being Sale of Goods - Accounted,26 Pr,,34398.00,40590.00 Dr,34398.00 Cr,,,0.36 Cr,,,3095.82 Cr,3095.82 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,14 Pr,1323.00/Pr,18522.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,12 Pr,1323.00/Pr,15876.00,,,,,,,,,,,,,,,,,,,,,,
02-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-773,PSB25-26/INV-773,Being Sale of Goods - Accounted,8 Pr,,9720.00,11470.00 Dr,9720.00 Cr,,,0.40 Cr,,1749.60 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,8 Pr,1215.00/Pr,9720.00,,,,,,,,,,,,,,,,,,,,,,
03-Jul-25,Brilliant Enterprises,PSB25-26/INV-774,PSB25-26/INV-774,Being Sale of Goods - Accounted,130 Pr,,177120.00,209002.00 Dr,177120.00 Cr,,,0.40 Cr,,31881.60 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,20 Pr,1296.00/Pr,25920.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,50 Pr,1296.00/Pr,64800.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,60 Pr,1440.00/Pr,86400.00,,,,,,,,,,,,,,,,,,,,,,
03-Jul-25,GoScholar,PSB25-26/INV-775,PSB25-26/INV-775,Being Sale of Goods - Accounted,38 Pr,,46603.00,54704.00 Dr,46603.00 Cr,,,0.16 Cr,575.40 Cr,7525.44 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,5 Pr,959.00/Pr,4795.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,3 Pr,1200.00/Pr,3600.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,4 Pr,1200.00/Pr,4800.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,3 Pr,1200.00/Pr,3600.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,7 Pr,1296.00/Pr,9072.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,4 Pr,1296.00/Pr,5184.00,,,,,,,,,,,,,,,,,,,,,,
03-Jul-25,Samaikya Edu Services Pvt Ltd,PSB25-26/INV-776,PSB25-26/INV-776,Being Sale of Goods - Accounted,17 Pr,,23180.57,27353.00 Dr,23180.57 Cr,,,0.07 Dr,,4172.50 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1304.24/Pr,1304.24,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1448.31/Pr,1448.31,,,,,,,,,,,,,,,,,,,,,,
04-Jul-25,Edunovel Solutions Pvt Ltd,PSB25-26/INV-777,PSB25-26/INV-777,Being Sale of Goods - Accounted,28 Pr,,34459.31,40662.00 Dr,34459.31 Cr,,,0.01 Dr,,,3101.35 Cr,3101.35 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,15 Pr,1100.85/Pr,16512.75,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,6 Pr,1372.03/Pr,8232.18,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,3 Pr,1372.03/Pr,4116.09,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1372.03/Pr,4116.09,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1482.20/Pr,1482.20,,,,,,,,,,,,,,,,,,,,,,
04-Jul-25,Deena Uniforms (S),PSB25-26/INV-778,PSB25-26/INV-778,Being Sale of Goods - Accounted,1 Pr,,1440.00,1799.00 Dr,1440.00 Cr,,,0.21 Dr,,,137.23 Cr,137.23 Cr,,84.75 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,,,
04-Jul-25,Walk-King Shoe Company,PSB25-26/INV-779,PSB25-26/INV-779,Being Sale of Goods - Accounted,45 Pr,,49815.00,58782.00 Dr,49815.00 Cr,,,0.30 Cr,,8966.70 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,5 Pr,1107.00/Pr,5535.00,,,,,,,,,,,,,,,,,,,,,,
04-Jul-25,Walk-King Shoe Company,PSB25-26/INV-780,PSB25-26/INV-780,Being Sale of Goods - Accounted,69 Pr,,83640.00,98695.00 Dr,83640.00 Cr,,,0.20 Dr,,15055.20 Cr,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,10 Pr,1107.00/Pr,11070.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,5 Pr,1230.00/Pr,6150.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,7 Pr,1230.00/Pr,8610.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,23 Pr,1230.00/Pr,28290.00,,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,24 Pr,1230.00/Pr,29520.00,,,,,,,,,,,,,,,,,,,,,,
04-Jul-25,Mr. Ajit,PSB25-26/INV-781,PSB25-26/INV-781,Being Sale of Goods - Accounted,6 Pr,,6.00,7.00 Dr,6.00 Cr,0.36 Cr,0.36 Cr,0.28 Cr,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - White,,,,2 Pr,1.00/Pr,2.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - White,,,,2 Pr,1.00/Pr,2.00,,,,,,,,,,,,,,,,,,,,,,
08-Jul-25,R M SURESH & CO,PSB25-26/INV-782,PSB25-26/INV-782,Being Sale of Goods - Accounted,14 Pr,,4088.08,4579.00 Dr,4088.08 Cr,245.28 Cr,245.28 Cr,0.36 Cr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,1 Pr,959.52/Pr,959.52,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,3 Pr,959.52/Pr,2878.56,,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,10 Pr,25.00/Pr,250.00,,,,,,,,,,,,,,,,,,,,,,
08-Jul-25,RAKHRA THE SPORTS HOUSE,PSB25-26/INV-783,PSB25-26/INV-783,Being Sale of Goods - Accounted,1 Pr,,1249.50,1549.00 Dr,1249.50 Cr,,,0.42 Dr,,,118.18 Cr,118.18 Cr,,,63.56 Cr,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,1 Pr,1249.50/Pr,1249.50,,,,,,,,,,,,,,,,,,,,,,
08-Jul-25,D S APPARELS,PSB25-26/INV-784,PSB25-26/INV-784,Being Sale of Goods - Accounted,5 Pr,,4549.10,5095.00 Dr,4549.10 Cr,272.95 Cr,272.95 Cr,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,1 Pr,909.82/Pr,909.82,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,2 Pr,909.82/Pr,1819.64,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,1 Pr,909.82/Pr,909.82,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - White,,,,1 Pr,909.82/Pr,909.82,,,,,,,,,,,,,,,,,,,,,,
08-Jul-25,COORG PUBLIC SCHOOL,PSB25-26/INV-785,PSB25-26/INV-785,Being Sale of Goods - Accounted,104 Pr,,151953.89,179306.00 Dr,151953.89 Cr,,,0.37 Cr,,,13675.87 Cr,13675.87 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1100.85/Pr,1100.85,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,1 Pr,1100.85/Pr,1100.85,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1372.03/Pr,2744.06,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,2 Pr,1372.03/Pr,2744.06,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,2 Pr,1372.03/Pr,2744.06,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,7 Pr,1372.03/Pr,9604.21,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,8 Pr,1482.20/Pr,11857.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,17 Pr,1482.20/Pr,25197.40,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,18 Pr,1482.20/Pr,26679.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,17 Pr,1482.20/Pr,25197.40,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,13 Pr,1482.20/Pr,19268.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,9 Pr,1482.20/Pr,13339.80,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,6 Pr,1482.20/Pr,8893.20,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1482.20/Pr,1482.20,,,,,,,,,,,,,,,,,,,,,,
08-Jul-25,JYOTHY KENDRIYA VIDYALAYA (D),PSB25-26/INV-786,PSB25-26/INV-786,Being Sale of Goods - Accounted,265 Pr,,22713.15,23849.00 Dr,22713.15 Cr,,,0.19 Cr,,,,,,,,567.83 Cr,567.83 Cr,,,,,,,,
,JKV Navy Penoy Crew Socks with 3 Rings - (P/1) - S,,,,20 Pr,85.71/Pr,1714.20,,,,,,,,,,,,,,,,,,,,,,
,JKV Navy Penoy Crew Socks with 3 Rings - (P/1) - M,,,,80 Pr,85.71/Pr,6856.80,,,,,,,,,,,,,,,,,,,,,,
,JKV Navy Penoy Crew Socks with Upper Band - (P/1) - M,,,,70 Pr,85.71/Pr,5999.70,,,,,,,,,,,,,,,,,,,,,,
,JKV Navy Penoy Crew Socks with Upper Band - (P/1) - L,,,,15 Pr,85.71/Pr,1285.65,,,,,,,,,,,,,,,,,,,,,,
,JKV Navy Penoy Crew Socks with Rings Colour - (P/1) - L,,,,70 Pr,85.71/Pr,5999.70,,,,,,,,,,,,,,,,,,,,,,
,JKV Navy Penoy Crew Socks with Rings Colour - (P/1) - XL,,,,10 Pr,85.71/Pr,857.10,,,,,,,,,,,,,,,,,,,,,,
09-Jul-25,St. John's High School,PSB25-26/INV-787,PSB25-26/INV-787,Being Sale of Goods - Accounted,61 Pr,,69422.07,81749.00 Dr,69422.07 Cr,169.08 Cr,169.08 Cr,0.01 Cr,,,5994.38 Cr,5994.38 Cr,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,939.29/Pr,939.29,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,1 Pr,939.29/Pr,939.29,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,2 Pr,1097.46/Pr,2194.92,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,3 Pr,1097.46/Pr,3292.38,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,3 Pr,1097.46/Pr,3292.38,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,6 Pr,1166.10/Pr,6996.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,6 Pr,1166.10/Pr,6996.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,4 Pr,1166.10/Pr,4664.40,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,6 Pr,1166.10/Pr,6996.60,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,2 Pr,1166.10/Pr,2332.20,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - White,,,,1 Pr,939.29/Pr,939.29,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - White,,,,1 Pr,1097.46/Pr,1097.46,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - White,,,,2 Pr,1097.46/Pr,2194.92,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - White,,,,4 Pr,1097.46/Pr,4389.84,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - White,,,,5 Pr,1166.10/Pr,5830.50,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - White,,,,5 Pr,1166.10/Pr,5830.50,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - White,,,,4 Pr,1166.10/Pr,4664.40,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - White,,,,4 Pr,1166.10/Pr,4664.40,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - White,,,,1 Pr,1166.10/Pr,1166.10,,,,,,,,,,,,,,,,,,,,,,
09-Jul-25,Sunshine Enterprises,PSB25-26/INV-788,PSB25-26/INV-788,Being Sale of Goods - Accounted,87 Pr,,65037.00,72841.00 Dr,65037.00 Cr,3902.22 Cr,3902.22 Cr,0.44 Dr,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,5 Pr,701.00/Pr,3505.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,40 Pr,701.00/Pr,28040.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,17 Pr,701.00/Pr,11917.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,12 Pr,863.00/Pr,10356.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,5 Pr,863.00/Pr,4315.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,4 Pr,863.00/Pr,3452.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,4 Pr,863.00/Pr,3452.00,,,,,,,,,,,,,,,,,,,,,,
09-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-789,PSB25-26/INV-789,Being Sale of Goods - Accounted,14 Pr,,9814.00,10992.00 Dr,9814.00 Cr,,,0.32 Cr,1177.68 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,2 Pr,701.00/Pr,1402.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,8 Pr,701.00/Pr,5608.00,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,4 Pr,701.00/Pr,2804.00,,,,,,,,,,,,,,,,,,,,,,
09-Jul-25,SAI ANUGRAHA TRADERS,PSB25-26/INV-790,PSB25-26/INV-790,Being Sale of Goods - Accounted,22 Pr,,15422.00,17273.00 Dr,15422.00 Cr,,,0.36 Cr,1850.64 Cr,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,22 Pr,701.00/Pr,15422.00,,,,,,,,,,,,,,,,,,,,,,
09-Jul-25,Delhi Public School - Whitefield,PSB25-26/INV-791,PSB25-26/INV-791,Being Sale of Goods - Accounted,9 Pr,,15339.80,18101.00 Dr,15339.80 Cr,,,0.04 Cr,,,1380.58 Cr,1380.58 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1380.51/Pr,1380.51,,,,,,,,,,,,,,,,,,,,,,
