Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 9%,Output SGST @ 9%,Round Off,Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Input CGST @ 2.5%,Input SGST @ 2.5%,Output IGST @ 18%,Output IGST @ 5%,Output IGST @ 12%,Input IGST @ 12%,Input IGST @ 18%,Shipping Interstate GST @ 18%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,4 Pr,1270.34/Pr,5081.36,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,9 Pr,1270.34/Pr,11433.06,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,20 Pr,1270.34/Pr,25406.80,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,18 Pr,1270.34/Pr,22866.12,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,39 Pr,1609.32/Pr,62763.48,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,40 Pr,1609.32/Pr,64372.80,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,52 Pr,1609.32/Pr,83684.64,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,36 Pr,1609.32/Pr,57935.52,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,45 Pr,1694.07/Pr,76233.15,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,51 Pr,1694.07/Pr,86397.57,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,15 Pr,1694.07/Pr,25411.05,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,19 Pr,1694.07/Pr,32187.33,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,6 Pr,1694.07/Pr,10164.42,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,9 Pr,1694.07/Pr,15246.63,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,6 Pr,1694.07/Pr,10164.42,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 C) - White,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,3 Pr,1270.34/Pr,3811.02,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,8 Pr,1270.34/Pr,10162.72,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,12 Pr,1270.34/Pr,15244.08,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,36 Pr,1609.32/Pr,57935.52,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,39 Pr,1609.32/Pr,62763.48,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,51 Pr,1609.32/Pr,82075.32,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,30 Pr,1609.32/Pr,48279.60,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,41 Pr,1694.07/Pr,69456.87,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,43 Pr,1694.07/Pr,72845.01,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,15 Pr,1694.07/Pr,25411.05,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,15 Pr,1694.07/Pr,25411.05,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,6 Pr,1694.07/Pr,10164.42,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,10 Pr,1694.07/Pr,16940.70,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - XS,,,,30 Pr,284.76/Pr,8542.80,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - S,,,,121 Pr,284.76/Pr,34455.96,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - M,,,,225 Pr,284.76/Pr,64071.00,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - L,,,,175 Pr,284.76/Pr,49833.00,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - XL,,,,74 Pr,284.76/Pr,21072.24,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - XXL,,,,5 Pr,284.76/Pr,1423.80,,,,,,,,,,,,,,,,,,,,,,,
,NPS White Crew Socks with 2 Brown Rings (P/3) - XXXL,,,,4 Pr,284.76/Pr,1139.04,,,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,6 Pr,43.75/Pr,262.50,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-25,Vidyaniketan Public School,PSB25-26/INV-464,PSB25-26/INV-464,Being Sale of Goods - Accounted,4071 Pr,,1757385.15,2036351.00 Dr,1757385.15 Cr,132254.89 Cr,132254.89 Cr,0.13 Dr,,,53.03 Cr,53.03 Cr,7175.07 Cr,7175.07 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,2 Pr,1270.34/Pr,2540.68,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,4 Pr,1270.34/Pr,5081.36,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,33 Pr,1270.34/Pr,41921.22,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,55 Pr,1270.34/Pr,69868.70,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,93 Pr,1609.32/Pr,149666.76,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,94 Pr,1609.32/Pr,151276.08,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,95 Pr,1609.32/Pr,152885.40,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,93 Pr,1609.32/Pr,149666.76,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,99 Pr,1778.81/Pr,176102.19,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,66 Pr,1778.81/Pr,117401.46,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,93 Pr,1778.81/Pr,165429.33,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,73 Pr,1778.81/Pr,129853.13,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,38 Pr,1778.81/Pr,67594.78,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,31 Pr,1778.81/Pr,55143.11,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,16 Pr,1778.81/Pr,28460.96,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,3 Pr,1778.81/Pr,5336.43,,,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - XS,,,,154 Pr,90.48/Pr,13933.92,,,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - S,,,,619 Pr,90.48/Pr,56007.12,,,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - M,,,,1234 Pr,90.48/Pr,111652.32,,,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - L,,,,863 Pr,90.48/Pr,78084.24,,,,,,,,,,,,,,,,,,,,,,,
,VPS Black Crew Length Socks (P/1) - XL,,,,302 Pr,90.48/Pr,27324.96,,,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,10 Pr,88.39/Pr,883.90,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-25,Vivek Tailors - Indiranagar,PSB25-26/INV-465,PSB25-26/INV-465,Being Sale of Goods - Accounted,122 Pr,,186591.59,220178.00 Dr,186591.59 Cr,16793.27 Cr,16793.27 Cr,0.13 Dr,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,2 Pr,1270.34/Pr,2540.68,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,7 Pr,1270.34/Pr,8892.38,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,11 Pr,1270.34/Pr,13973.74,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,16 Pr,1270.34/Pr,20325.44,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,4 Pr,1609.32/Pr,6437.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,4 Pr,1609.32/Pr,6437.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,8 Pr,1609.32/Pr,12874.56,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,14 Pr,1609.32/Pr,22530.48,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,8 Pr,1694.07/Pr,13552.56,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,6 Pr,1694.07/Pr,10164.42,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,7 Pr,1694.07/Pr,11858.49,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,2 Pr,1270.34/Pr,2540.68,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,4 Pr,1609.32/Pr,6437.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-25,Widia Poornaprajna School,PSB25-26/INV-466,PSB25-26/INV-466,Being Sale of Goods - Accounted,1016 Pr,,945031.31,1058435.00 Dr,945031.31 Cr,,,0.11 Dr,,,56701.90 Cr,56701.90 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,2 Pr,802.68/Pr,1605.36,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,21 Pr,802.68/Pr,16856.28,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,42 Pr,802.68/Pr,33712.56,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,85 Pr,802.68/Pr,68227.80,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,87 Pr,802.68/Pr,69833.16,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,59 Pr,936.61/Pr,55259.99,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,64 Pr,936.61/Pr,59943.04,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,39 Pr,936.61/Pr,36527.79,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,53 Pr,936.61/Pr,49640.33,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,156 Pr,981.25/Pr,153075.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,125 Pr,981.25/Pr,122656.25,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,118 Pr,981.25/Pr,115787.50,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,69 Pr,981.25/Pr,67706.25,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,46 Pr,981.25/Pr,45137.50,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,31 Pr,981.25/Pr,30418.75,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,10 Pr,981.25/Pr,9812.50,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,9 Pr,981.25/Pr,8831.25,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-25,St. John's High School,PSB25-26/INV-467,PSB25-26/INV-467,Being Sale of Goods - Accounted,1714 Pr,,2090818.44,2467166.00 Dr,2090818.44 Cr,188173.65 Cr,188173.65 Cr,0.26 Cr,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,2 Pr,1000.00/Pr,2000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,5 Pr,1000.00/Pr,5000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,10 Pr,1000.00/Pr,10000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,6 Pr,1000.00/Pr,6000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,46 Pr,1000.00/Pr,46000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,79 Pr,1000.00/Pr,79000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,88 Pr,1219.49/Pr,107315.12,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,58 Pr,1219.49/Pr,70730.42,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,90 Pr,1219.49/Pr,109754.10,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,75 Pr,1219.49/Pr,91461.75,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,97 Pr,1295.76/Pr,125688.72,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,82 Pr,1295.76/Pr,106252.32,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,76 Pr,1295.76/Pr,98477.76,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,66 Pr,1295.76/Pr,85520.16,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,64 Pr,1295.76/Pr,82928.64,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,42 Pr,1295.76/Pr,54421.92,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,13 Pr,1295.76/Pr,16844.88,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,4 Pr,1295.76/Pr,5183.04,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - White,,,,1 Pr,1000.00/Pr,1000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - White,,,,3 Pr,1157.63/Pr,3472.89,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - White,,,,6 Pr,1000.00/Pr,6000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - White,,,,3 Pr,1000.00/Pr,3000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - White,,,,44 Pr,1000.00/Pr,44000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - White,,,,75 Pr,1000.00/Pr,75000.00,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - White,,,,82 Pr,1219.49/Pr,99998.18,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - White,,,,61 Pr,1219.49/Pr,74388.89,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - White,,,,70 Pr,1219.49/Pr,85364.30,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - White,,,,62 Pr,1219.49/Pr,75608.38,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - White,,,,83 Pr,1295.76/Pr,107548.08,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - White,,,,71 Pr,1295.76/Pr,91998.96,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - White,,,,72 Pr,1295.76/Pr,93294.72,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - White,,,,61 Pr,1295.76/Pr,79041.36,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - White,,,,63 Pr,1246.87/Pr,78552.81,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - White,,,,36 Pr,1295.76/Pr,46647.36,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - White,,,,13 Pr,1295.76/Pr,16844.88,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - White,,,,5 Pr,1295.76/Pr,6478.80,,,,,,,,,,,,,,,,,,,,,,,
01-Jun-25,Bishop Cotton Girls' School,PSB25-26/INV-468,PSB25-26/INV-468,Being Sale of Goods - Accounted,674 Pr,,1076980.25,1270805.00 Dr,1076980.25 Cr,96880.46 Cr,96880.46 Cr,0.19 Cr,,,31.82 Cr,31.82 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 C) - Black,,,,1 Pr,1355.08/Pr,1355.08,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,2 Pr,1355.08/Pr,2710.16,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,7 Pr,1355.08/Pr,9485.56,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,20 Pr,1355.08/Pr,27101.60,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,28 Pr,1355.08/Pr,37942.24,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,37 Pr,1355.08/Pr,50137.96,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,44 Pr,1355.08/Pr,59623.52,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,29 Pr,1694.07/Pr,49128.03,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,34 Pr,1694.07/Pr,57598.38,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,22 Pr,1694.07/Pr,37269.54,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,23 Pr,1694.07/Pr,38963.61,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,30 Pr,1829.66/Pr,54889.80,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,35 Pr,1829.66/Pr,64038.10,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,27 Pr,1829.66/Pr,49400.82,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,10 Pr,1829.66/Pr,18296.60,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,5 Pr,1829.66/Pr,9148.30,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - White,,,,2 Pr,1355.08/Pr,2710.16,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - White,,,,5 Pr,1355.08/Pr,6775.40,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,13 Pr,1355.08/Pr,17616.04,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,24 Pr,1355.08/Pr,32521.92,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,29 Pr,1355.08/Pr,39297.32,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,36 Pr,1355.08/Pr,48782.88,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,23 Pr,1694.07/Pr,38963.61,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,26 Pr,1694.07/Pr,44045.82,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,29 Pr,1694.07/Pr,49128.03,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,21 Pr,1694.07/Pr,35575.47,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,31 Pr,1829.66/Pr,56719.46,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,32 Pr,1829.66/Pr,58549.12,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,25 Pr,1829.66/Pr,45741.50,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,9 Pr,1829.66/Pr,16466.94,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,5 Pr,1829.66/Pr,9148.30,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,1 Pr,1829.66/Pr,1829.66,,,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,6 Pr,88.39/Pr,530.34,,,,,,,,,,,,,,,,,,,,,,,
